episode,step,t,x,y,s,lapProgress,offset
92,0,0.0,1199.999967221492,0.008346935639467135,0.008346999999999827,0.008346999999999827,6.880347907798993e-19
92,1,0.05,1199.9667590495615,0.04742556512232035,0.04755573601349213,0.04755573601349213,-0.033054454850207256
92,2,0.1,1199.9015273331809,0.11812859521088816,0.11851438463077311,0.11851438463077313,-0.09800801881772388
92,3,0.15000000000000002,1199.8039668206477,0.22028798350875842,0.2210561034686929,0.22105610346869292,-0.1951666011503246
92,4,0.2,1199.678483523231,0.3535906478345564,0.35485051043861143,0.3548505104386115,-0.32012545401976433
92,5,0.25,1199.528794499869,0.5203874427452866,0.5222338451521915,0.5222338451521915,-0.4691583153884884
92,6,0.3,1199.3470680207918,0.7185825613597496,0.7211410719400412,0.7211410719400412,-0.6501050848318982
92,7,0.35,1199.1598922229985,0.9518123806635231,0.9551041286475449,0.9551041286475449,-0.8363635503793501
92,8,0.39999999999999997,1198.9371969662354,1.2146547871448075,1.2188190284318896,1.2188190284318896,-1.0580249129607133
92,9,0.44999999999999996,1198.7093295493455,1.5145533197351988,1.5196100795728078,1.5196100795728078,-1.284712877095194
92,10,0.49999999999999994,1198.4912256719633,1.8347307986662367,1.8406415794597102,1.8406415794597102,-1.5015577419735555
92,11,0.5499999999999999,1198.281371476599,2.1849507346282344,2.191682908389385,2.191682908389385,-1.7100350122948569
92,12,0.6,1198.1010284887725,2.550772406881629,2.558209963368282,2.558209963368282,-1.8889400349099075
92,13,0.65,1197.955568205517,2.947522289215914,2.955528006243996,2.955528006243996,-2.032841167436643
92,14,0.7000000000000001,1197.8269084431365,3.381964391612322,3.3904720032298763,3.3904720032298763,-2.159793892008976
92,15,0.7500000000000001,1197.7072470438018,3.842170178688644,3.8511441498435,3.8511441498435,-2.2776471494256096
92,16,0.8000000000000002,1197.5812449439675,4.323042532702756,4.3325076038515355,4.3325076038515355,-2.4017599012407986
92,17,0.8500000000000002,1197.4860996450814,4.835921650875248,4.8457564011634835,4.8457564011634835,-2.494890400087182
92,18,0.9000000000000002,1197.411381347126,5.387027219044005,5.3971511372832195,5.3971511372832195,-2.5674439409752328
92,19,0.9500000000000003,1197.349955606847,5.967085015136389,5.977445678469234,5.977445678469234,-2.626591331839875
92,20,1.0000000000000002,1197.2881981003181,6.574832218389795,6.585430716153483,6.585430716153483,-2.685961750628113
92,21,1.0500000000000003,1197.2381137389557,7.204412127011478,7.2152024506462915,7.2152024506462915,-2.7335733776437836
92,22,1.1000000000000003,1197.1840675933136,7.86071017755179,7.871707678894826,7.871707678894826,-2.7850418367631504
92,23,1.1500000000000004,1197.125860674967,8.540461758799578,8.551682596283817,8.551682596283817,-2.840578934941955
92,24,1.2000000000000004,1197.087482556397,9.246965088724851,9.258331188763261,9.258331188763261,-2.876182332634985
92,25,1.2500000000000004,1197.0561084686615,9.987169933467188,10.0214486596541,10.0214486596541,-2.900052469965955
92,26,1.3000000000000005,1197.0312409789706,10.751459637815815,10.785978282665027,10.785978282665027,-2.9159143663094946
92,27,1.3500000000000005,1197.010305248385,11.543892669937522,11.578602961572685,11.578602961572685,-2.9275132282916667
92,28,1.4000000000000006,1196.9900411244212,12.365576232889323,12.400468229478058,12.400468229478058,-2.938095938531457
92,29,1.4500000000000006,1196.9665611046266,13.21177936888816,13.246889254402099,13.246889254402099,-2.951605463702755
92,30,1.5000000000000007,1196.9686744200885,14.087661965225031,14.122686172659343,14.122686172659343,-2.9391737848467834
92,31,1.5500000000000007,1196.9856628140144,15.001169842184476,15.035930521702408,15.035930521702408,-2.9114248076398668
92,32,1.6000000000000008,1196.989523203941,15.94587307629979,15.980522720179993,15.980522720179993,-2.8964354202740323
92,33,1.6500000000000008,1196.9755657290839,16.928256111324696,16.96300201170144,16.96300201170144,-2.8988187667955314
92,34,1.7000000000000008,1196.9858211939036,17.935158145382296,17.969713355386325,17.969713355386325,-2.8767020029233454
92,35,1.7500000000000009,1197.0079824384798,18.983084952282773,19.03962352470023,19.03962352470023,-2.840791449037399
92,36,1.800000000000001,1197.0152668633084,20.06567048080714,20.121857354403154,20.121857354403154,-2.812253277021529
92,37,1.850000000000001,1197.0038969089444,21.185233112050604,21.241427413480796,21.241427413480796,-2.80163989132642
92,38,1.900000000000001,1197.012125156161,22.340999953665442,22.396809919161058,22.396809919161058,-2.770721259458229
92,39,1.950000000000001,1197.0211423264789,23.529267320257432,23.584671195559398,23.584671195559398,-2.7383757512490448
92,40,2.000000000000001,1196.9868200375022,24.7524583019862,24.8083002688505,24.8083002688505,-2.7486756687220675
92,41,2.0500000000000007,1196.9758615966807,26.023273523386752,26.079085683178526,26.079085683178526,-2.7346812019684155
92,42,2.1000000000000005,1196.9822987124141,27.334269467095712,27.389702535590715,27.389702535590715,-2.702505635874246
92,43,2.1500000000000004,1196.9863083486955,28.683595749604173,28.75966133320885,28.75966133320885,-2.668274526651451
92,44,2.2,1196.9448543753942,30.06969447314924,30.14637577491142,30.14637577491142,-2.6716152584965265
92,45,2.25,1196.9303080670306,31.505194875272053,31.581733661463666,31.581733661463666,-2.646700662492944
92,46,2.3,1196.93589778215,32.99043332158082,33.06625735317024,33.06625735317024,-2.6002905766207594
92,47,2.3499999999999996,1196.9402543860522,34.50157098003436,34.57670436502305,34.57670436502305,-2.554401283981206
92,48,2.3999999999999995,1196.9038545043306,36.05715419473552,36.13270035304682,36.13270035304682,-2.54803147211158
92,49,2.4499999999999993,1196.8975933411489,37.66443967440149,37.75926362671214,37.75926362671214,-2.509717485217253
92,50,2.499999999999999,1196.9110061659535,39.32731873472265,39.420630276214744,39.420630276214744,-2.4375542740615233
92,51,2.549999999999999,1196.920396308009,41.04038563895513,41.13229557127338,41.13229557127338,-2.3676378179421547
92,52,2.5999999999999988,1196.87667475959,42.79370572851281,42.88606564502726,42.88606564502726,-2.3493775154244396
92,53,2.6499999999999986,1196.849437792997,44.60688439327501,44.69907442062308,44.69907442062308,-2.3125277893661567
92,54,2.6999999999999984,1196.8086403859713,46.472802719737935,46.56526908797234,46.56526908797234,-2.287366449827047
92,55,2.7499999999999982,1196.725826378379,48.391908607795585,48.50414292616041,48.50414292616041,-2.2915454135763573
92,56,2.799999999999998,1196.6814108158317,50.36855868973418,50.48086712585775,50.48086712585775,-2.250560941453458
92,57,2.849999999999998,1196.6617132110905,52.40526332933993,52.516522454774645,52.516522454774645,-2.1822882054867474
92,58,2.8999999999999977,1196.638444913377,54.49907228258426,54.60938302298592,54.60938302298592,-2.11511686940538
92,59,2.9499999999999975,1196.5532601006857,56.63869712231813,56.76723892807664,56.76723892807664,-2.106172982833998
92,60,2.9999999999999973,1196.478156587825,58.83332104446478,58.9628361004487,58.9628361004487,-2.069189824853619
92,61,3.049999999999997,1196.4138226768478,61.081624785080535,61.211493597634544,61.211493597634544,-2.0187118839457305
92,62,3.099999999999997,1196.2949442929132,63.379011726477614,63.5119536833846,63.5119536833846,-2.020202702376435
92,63,3.149999999999997,1196.2111415216143,65.72890576313513,65.86306259423495,65.86306259423495,-1.9839842358705686
92,64,3.1999999999999966,1196.1484338982598,68.12949415589343,68.27876449391526,68.27876449391526,-1.906062947519547
92,65,3.2499999999999964,1196.0448549495898,70.576276265727,70.72740070572686,70.72740070572686,-1.865418220750855
92,66,3.2999999999999963,1195.9639828566758,73.07205746146447,73.22361424908007,73.22361424908007,-1.7992214051999884
92,67,3.349999999999996,1195.8705086816951,75.61383708363174,75.78016550935651,75.78016550935651,-1.7399492593704524
92,68,3.399999999999996,1195.7065835011306,78.19681795847893,78.36832800895996,78.36832800895996,-1.7312005282662217
92,69,3.4499999999999957,1195.5584126088809,80.82597105053297,81.00150891809145,81.00150891809145,-1.703652487449467
92,70,3.4999999999999956,1195.457410367169,83.50262311452019,83.6789364069923,83.6789364069923,-1.6258722447400782
92,71,3.5499999999999954,1195.3979615169883,86.22564987710275,86.41162329055786,86.41162329055786,-1.4911049503571583
92,72,3.599999999999995,1195.3631824153294,88.99341891434602,89.17428427411889,89.17428427411889,-1.3194677768070762
92,73,3.649999999999995,1195.3423408870865,91.80444123458891,91.97903924230113,91.97903924230113,-1.1307075514940117
92,74,3.699999999999995,1195.2886213371132,94.65456992781176,94.83285737683332,94.83285737683332,-0.967251529743355
92,75,3.7499999999999947,1195.153740500257,97.53900324545437,97.7185986503888,97.7185986503888,-0.8640734982825153
92,76,3.7999999999999945,1195.0274401345137,100.46463391366723,100.64469046466037,100.64469046466037,-0.7489505916677306
92,77,3.8499999999999943,1194.8490601858173,103.42588441929102,103.61057103427655,103.61057103427655,-0.6827961517011
