episode,step,t,x,y,s,lapProgress,offset
36,0,0.0,1199.999967221492,0.008346935639467135,0.008346999999999827,0.008346999999999827,6.880347907798993e-19
36,1,0.05,1200.0136125134418,0.04976244950677301,0.04970860972961941,0.04970860972961941,0.013807824660771155
36,2,0.1,1200.0261826636186,0.0574071802142355,0.0573039187540402,0.0573039187540402,0.02640789862417727
36,3,0.15000000000000002,1200.0596585679443,0.1028392729726168,0.10260420197188615,0.10260420197188615,0.06006195578255725
36,4,0.2,1200.0614274009383,0.18013014950074896,0.1798875363664825,0.1798875363664825,0.0621342949200463
36,5,0.25,1200.025575730885,0.2649183249203127,0.264815846833985,0.264815846833985,0.02661586283581127
36,6,0.3,1199.9709406924587,0.33412578418117084,0.33423732320526983,0.33423732320526983,-0.027746977962136217
36,7,0.35,1199.9554563095808,0.408243520048164,0.4084152944517571,0.4084152944517571,-0.04294018252604106
36,8,0.39999999999999997,1199.9221385370502,0.4897770376184473,0.4900790215986768,0.4900790215986768,-0.07593751760400581
36,9,0.44999999999999996,1199.8764131730247,0.5692610807331921,0.5697420144654026,0.5697420144654026,-0.12135039675360182
36,10,0.49999999999999994,1199.8159274564923,0.6619791554727824,0.6626969005341758,0.6626969005341758,-0.1814715448113319
36,11,0.5499999999999999,1199.720384477387,0.7839935228150324,0.7850855225074258,0.7850855225074258,-0.27653463915279713
36,12,0.6,1199.6485463640574,0.9331694655171663,0.9345424218570508,0.9345424218570508,-0.34778638751444096
36,13,0.65,1199.5958785949824,1.1172820366428136,1.118860398674819,1.118860398674819,-0.3997307439705423
36,14,0.7000000000000001,1199.5491464049737,1.3110942655876197,1.3128546496168063,1.3128546496168063,-0.445701476758236
36,15,0.7500000000000001,1199.4965306914578,1.501346733302986,1.5033122712607159,1.5033122712607159,-0.4975696668011165
36,16,0.8000000000000002,1199.439824324252,1.6947693144733176,1.6969560458342434,1.6969560458342434,-0.5535160300177762
36,17,0.8500000000000002,1199.3651645737655,1.8791552343214832,1.8816337313539233,1.8816337313539233,-0.627451124878584
36,18,0.9000000000000002,1199.2547968060053,2.092521881477247,2.0954321454173868,2.0954321454173868,-0.7369801549245143
36,19,0.9500000000000003,1199.1271822575882,2.3241830153615344,2.3275926329227534,2.3275926329227534,-0.8636839905472932
36,20,1.0000000000000002,1199.0200185186459,2.5875757907241885,2.59140420730131,2.59140420730131,-0.9698125648392116
36,21,1.0500000000000003,1198.955581144047,2.861986704749195,2.86606604977638,2.86606604977638,-1.0331718362162785
