episode,step,t,x,y,s,lapProgress,offset
42,0,0.0,3.4442472818675243,-0.48855973694944094,0.008346999999999993,0.008346999999999993,0.0
42,1,0.05,3.468700012093797,-0.4524190454040199,0.05196110860032844,0.05196110860032844,-0.001376637896800044
42,2,0.1,3.5240805993552553,-0.39497862030381925,0.13096195773448938,0.13096195773448938,0.009816114990550028
42,3,0.15000000000000002,3.622272987752638,-0.32613726527076103,0.24429685472314397,0.24429685472314397,0.049008951409225884
42,4,0.2,3.7601977996195393,-0.23983937204768413,0.39506647682372315,0.39506647682372315,0.1101571415288872
42,5,0.25,3.8784454632119916,-0.13205714298187363,0.5517060998323134,0.5517060998323134,0.14276921523166386
42,6,0.3,4.000042743991799,0.009056782458247481,0.7373128151915074,0.7373128151915074,0.15855483716222646
42,7,0.35,4.137835306652014,0.16936357350764758,0.947962693975742,0.947962693975742,0.17620947250857244
42,8,0.39999999999999997,4.286982065425067,0.34825164809503484,1.180322265950364,1.180322265950364,0.19216967908181323
42,9,0.44999999999999996,4.434926893643587,0.5554800525558833,1.4349369452156813,1.4349369452156813,0.19054213042949547
42,10,0.49999999999999994,4.6062410723264255,0.779798160882164,1.7170965977500885,1.7170965977500885,0.19782855771036953
42,11,0.5499999999999999,4.776707412015392,1.045520181148402,2.0323023061949868,2.0323023061949868,0.1801557994345813
42,12,0.6,4.96362689339404,1.3070973200003562,2.3537954330485564,2.3537954330485564,0.17824230139376396
42,13,0.65,5.160863061656963,1.605288838782938,2.7109994171427827,2.7109994171427827,0.16322225838068427
42,14,0.7000000000000001,5.385320714995926,1.9325330424055789,3.107698345114227,3.107698345114227,0.15322388384493657
42,15,0.7500000000000001,5.655345270204494,2.259215657625621,3.5306551005893603,3.5306551005893603,0.18047043409518668
42,16,0.8000000000000002,5.958456170843987,2.5885228969699234,3.975134464534229,3.975134464534229,0.23298301352349732
42,17,0.8500000000000002,6.295264590470194,2.945248642334003,4.461581314857118,4.461581314857118,0.29672178310374087
42,18,0.9000000000000002,6.6062281313075655,3.317810086490686,4.945706239228073,4.945706239228073,0.33023910705784965
42,19,0.9500000000000003,6.936195031578158,3.6848830216849615,5.436506923327335,5.436506923327335,0.3823901064576876
42,20,1.0000000000000002,7.2812906464235265,4.048233939047858,5.933176172225383,5.933176172225383,0.44898237127132645
42,21,1.0500000000000003,7.62930588056183,4.456674584019371,6.4680872629358115,6.4680872629358115,0.4915087006692834
42,22,1.1000000000000003,8.007020516602768,4.884560025165006,7.036161568583504,7.036161568583504,0.546698195021238
42,23,1.1500000000000004,8.38571100562975,5.338351340307089,7.625796094834174,7.625796094834174,0.5874924302882979
42,24,1.2000000000000004,8.78962026018816,5.814181746949457,8.248069136286333,8.248069136286333,0.6357989897316192
