episode,step,t,x,y,s,lapProgress,offset
83,0,0.0,3.4442472818675243,-0.48855973694944094,0.008346999999999993,0.008346999999999993,0.0
83,1,0.05,3.4493146040867515,-0.45334728348721937,0.03984474875995684,0.03984474875995684,-0.016537425929002078
83,2,0.1,3.465572269284908,-0.39958289244597617,0.09293236027264763,0.09293236027264763,-0.03488482153733516
83,3,0.15000000000000002,3.4915763244376845,-0.31611267982495755,0.17579958277062416,0.17579958277062416,-0.0627507633814134
83,4,0.2,3.5326550847965033,-0.21957631681297973,0.278089535308715,0.278089535308715,-0.08606384009712685
83,5,0.25,3.5842463237314472,-0.09734861875354481,0.4073558969171599,0.4073558969171599,-0.11592139968034859
83,6,0.3,3.662690320862269,0.03870696942515528,0.5635667829288162,0.5635667829288162,-0.13213074426813953
83,7,0.35,3.7559249359002593,0.19719117537354205,0.7466187945704825,0.7466187945704825,-0.14950595679380824
83,8,0.39999999999999997,3.87519109181805,0.3657033086304331,0.9530553934030966,0.9530553934030966,-0.15167059639830305
83,9,0.44999999999999996,4.006784982490735,0.5575529040543297,1.185625589821614,1.185625589821614,-0.15752918535295193
83,10,0.49999999999999994,4.153482350800062,0.7677954611790191,1.4419508621423196,1.4419508621423196,-0.1619343487922475
83,11,0.5499999999999999,4.320843487413238,0.9895249497081254,1.7196959612937837,1.7196959612937837,-0.15633291779860958
83,12,0.6,4.5134373662867375,1.2312280315715964,2.0284147770335106,2.0284147770335106,-0.14199852663258497
83,13,0.65,4.733794986027547,1.488645442522094,2.3661404499327174,2.3661404499327174,-0.11438378594811635
83,14,0.7000000000000001,4.967761379677514,1.775275777080718,2.73551067063628,2.73551067063628,-0.09286955567693611
83,15,0.7500000000000001,5.208965782946269,2.082470288590823,3.125783969713958,3.125783969713958,-0.07754688994301823
83,16,0.8000000000000002,5.462468176778486,2.3859706454158163,3.5202739560446616,3.5202739560446616,-0.05009546090253232
83,17,0.8500000000000002,5.734998749417456,2.707016025753421,3.9401328541457747,3.9401328541457747,-0.017513948593234286
83,18,0.9000000000000002,6.013844055386563,3.032919414872873,4.3676293350176305,4.3676293350176305,0.017335478126992886
83,19,0.9500000000000003,6.3029535865006645,3.376509712331419,4.815471961034602,4.815471961034602,0.05013175552079953
83,20,1.0000000000000002,6.6036897151269045,3.7420207499445226,5.287885634533276,5.287885634533276,0.07951023261955183
83,21,1.0500000000000003,6.926169774477797,4.111284574401418,5.776088246001877,5.776088246001877,0.12431392539957066
83,22,1.1000000000000003,7.261336608840926,4.500871854787495,6.288193237868877,6.288193237868877,0.16748258533383575
83,23,1.1500000000000004,7.608292977723057,4.9051587053340295,6.819118345407178,6.819118345407178,0.21158598223422354
83,24,1.2000000000000004,7.9802308076635375,5.3242041056380724,7.3766443797023244,7.3766443797023244,0.2672772556972797
83,25,1.2500000000000004,8.377306600629847,5.757732471619784,7.960639811099059,7.960639811099059,0.33484474476072495
83,26,1.3000000000000005,8.783665783676808,6.220014207241492,8.573372248786653,8.573372248786653,0.3930783136143675
83,27,1.3500000000000005,9.203338699364556,6.704328233146598,9.211759033260421,9.211759033260421,0.44918308399541307
83,28,1.4000000000000006,9.632444453831505,7.220238597624934,9.881273720234201,9.881273720234201,0.4944084819396789
83,29,1.4500000000000006,10.076720888283083,7.761289597715111,10.58002560568756,10.58002560568756,0.5372132787789798
83,30,1.5000000000000007,10.537768107157852,8.32909503055331,11.310306236570183,11.310306236570183,0.5779287273263309
83,31,1.5500000000000007,11.022226077469131,8.917295633514978,12.070833365834192,12.070833365834192,0.6256567062908827
83,32,1.6000000000000008,11.53437972644334,9.519290576429176,12.858770664789311,12.858770664789311,0.6877379785650064
83,33,1.6500000000000008,12.066840465286814,10.14912331560997,13.681165219392106,13.681165219392106,0.7499546508755127
83,34,1.7000000000000008,12.626713210461434,10.801987728070412,14.538287725854591,14.538287725854591,0.8208802510643572
83,35,1.7500000000000009,13.203974154048586,11.48744426420376,15.43197152914717,15.43197152914717,0.8868075549182146
83,36,1.800000000000001,13.794837621081683,12.210172459009089,16.36386061241604,16.36386061241604,0.9419293902037464
83,37,1.850000000000001,14.39607545864512,12.962191801205742,17.325562676332403,17.325562676332403,0.9882885167577677
83,38,1.900000000000001,15.010247694756782,13.74653704436515,18.321037036941192,18.321037036941192,1.0261803819495274
83,39,1.950000000000001,15.629856875184304,14.560965381965188,19.344072086479688,19.344072086479688,1.0508449511085456
83,40,2.000000000000001,16.25971947615878,15.405421496812856,20.39740476517843,20.39740476517843,1.0662324059467523
